job_id,detail
4419256409,"Quer fazer parte da nossa turma? São mais 30 anos recheados de aprendizados e doces conquistas. A Cultura vivenciada na empresa traduz a essência de quem somos e onde queremos chegar. Vivemos para Juntos tocar a vida das pessoas compartilhando momentos especiais. Ingredientes como Foco, Atitude, União, Alegria e muita Paixão por realizar nos impulsiona a fazer sempre o melhor, transformando o Ordinário em Extraordinário. A nossa turma é formada por pessoas que fazem da Cacau show um lugar especial para se trabalhar, onde todos são tratados com igualdade, independentemente de gênero, raça, idade, origem ou orientação sexual, sendo nosso processo baseado em meritocracia. Na Cacau todos são Show!!! Se você é apaixonado pelo que faz, possui senso de dono e muito “gás” para trabalhar, essa vaga é a sua cara!!! Responsabilidades e atribuições Desenvolver e manter pipelines de transformação de dados (ETL/ELT) no Databricks (utilizando PySpark ou Spark SQL). Modelar dados no ambiente de Lakehouse/Delta Lake dentro da nuvem Azure, garantindo escalabilidade e performance. Aplicar boas práticas de engenharia de software aos dados (versionamento com Git, testes de qualidade e CI/CD). Garantir a governança, documentação e confiabilidade das tabelas core da empresa. Business Intelligence (BI e Visualização) Desenvolver, otimizar e manter dashboards e relatórios interativos no Power BI. Administrar a capacidade do Power BI (Premium/Fabric), além de gerenciar workspaces, governança de acessos e gateways. Traduzir requisitos de negócio em métricas claras e KPIs monitoráveis, garantindo usabilidade e desempenho dos painéis. Análises de Dados (Insights e Estratégia) Realizar análises exploratórias e diagnósticas para responder a perguntas complexas de negócio. Identificar tendências, anomalias e oportunidades de melhoria por meio de métodos estatísticos. Traduzir resultados analíticos em recomendações acionáveis para stakeholders não técnicos. Requisitos e qualificações Experiência nas áreas de Análise de Dados, BI ou Analytics Engineering. Ecossistema Microsoft / Azure: Experiência prática com serviços de dados da Azure (ex: Azure Data Factory, ADLS). Databricks: Vivência sólida no desenvolvimento de rotinas de dados em Databricks (PySpark e SQL). Power BI: Domínio avançado de Power BI (DAX, Power Query, Modelagem Tabular) e experiência com a administração do serviço/capacidade. Linguagens e Ferramentas: Domínio avançado de SQL (obrigatório), proficiência em Python, e versionamento de código (Git). Soft Skills: Capacidade analítica aguçada, excelente comunicação para traduzir requisitos técnicos para a área de negócios e autonomia. Informações adicionais Assistência Médica; Assistência Odontológica; Seguro de Vida; Vale transporte/Fretado ou Estacionamento na empresa; Cesta Básica ou Vale alimentação; Restaurante na empresa; Academia e Salão de Beleza na empresa; Desconto nos produtos Cacau Show (Matriz); PPR. Show more Show less Nível de experiência Não aplicável Tipo de emprego Tempo integral Função Outro Setores Fabricação de produtos alimentícios e bebidas As indicações dobram suas chances de conseguir uma entrevista na Cacau Show Veja quem você conhece"
4409624796,"A Globo é feita de gente que quer fazer diferente, fazer junto, fazer o futuro. Gente espalhada por todo o país (e mundo!) trabalhando com conteúdo, notícias, negócios, tecnologia e brasilidade de sobra. Canais na TV aberta e por assinatura, produtos digitais como globoplay, Cartola, g1, ge, gshow e outros serviços estão reunidos no mesmo lugar, na mesma Globo. Novos modelos de negócios digitais estão sendo pensados e desenvolvidos, buscando nos aproximar cada vez mais do usuário e dos seus desejos. As oportunidades de novos negócios também trazem a chance e o desafio de construirmos novos times data-driven e que coloquem o consumidor no centro das nossas decisões. Criamos ambientes onde todas as pessoas são incluídas, acolhidas e valorizadas. Nos empenhamos em ser uma Globo cada vez mais diversa, em representatividade e pensamento, aprendendo uns com os outros e estimulando a criatividade e inovação. A área de Direitos Musicais é uma área transversal responsável por gerir e regularizar todas as músicas sonorizadas nos nossos conteúdos. Da TV Aberta, passando pelos Canais Pagos, Globoplay, filmes, podcasts, etc... a gente está presente em toda a Globo. Onde tem música, tem Direitos Musicais. Somos orientados a dados e sempre em busca dos melhores processos. Como será seu dia a dia: Apoiar na construção, consolidação e manutenção de bases relacionadas ao uso de obras musicais, pagamentos e custos, receitas, etc; Trabalhar em parceria com os analistas mais técnicos na validação e leitura dos dados; Apoiar na transformação das análises em apresentações executivas para diretoria e trabalhar em materiais estratégicos para liderança; Construir narrativas claras, objetivas e visuais, conectando: Contexto, Problema, Insight, Impacto no negócio; Atuar como parceiro do negócio, não apenas como “gerador de relatório”. Do que você precisa: Ensino superior completo; Conhecimento prático em: Power BI (modelagem básica), Excel (tabelas dinâmicas, fórmulas, organização de dados), BigQuery (consultas SQL básicas), Teams; Comunicação clara e objetiva; Boa capacidade de organização e atenção a detalhes; Capacidade de construir um storytelling com base em dados. Conhecimentos que te destacam: Experiência na construção de apresentações executivas (PowerPoint ou similar). Por que vir para Globo: Vem e vamos criar histórias e tecnologias juntos. Na Globo, o encontro de histórias com tecnologia move um time diverso e apaixonado por inovação. A gente tem a chance de aproximar os brasileiros, criando novas formas de se conectar com eles. Aqui, cada um faz a transformação acontecer. Nossos processos seletivos estão acontecendo de forma 100% remota e nós encorajamos inscrições de qualquer lugar do Brasil e do mundo. #vempraglobo Quer saber mais sobre como é trabalhar na Globo? Vem acompanhar nosso dia a dia, desafios e conquistas nas nossas redes: https://www.linkedin.com/company/globo https://www.instagram.com/vempraglobo https://www.youtube.com/c/VemPraGlobo/ Os seus dados pessoais serão utilizados para fins de seleção de candidatos para preenchimento das vagas abertas na Globo. Os dados pessoais coletados durante o processo seletivo dos candidatos que não forem admitidos neste momento poderão ser mantidos nos bancos de dados para consideração em futuros processos seletivos. Todos os dados coletados serão tratados segundo rígidos padrões de segurança da informação e em total respeito às leis de privacidade aplicáveis, incluindo a Lei 13.709/18, e nos termos de nossa política de privacidade, disponível no link: https://vempraglobo.g.globo/files/politica_de_privacidade.pdf Ao prosseguir você está ciente e de acordo para realização de sua candidatura nestes termos. ✨ Muito prazer, somos a Globo ✨ A Globo é feita de gente que quer fazer diferente, fazer junto, fazer o futuro. Gente espalhada por todo o país (e mundo!) trabalhando com conteúdo, notícias, negócios, tecnologia, tudo isso com brasilidade e talento de sobra. Canais na TV aberta e por assinatura, produtos digitais como Globoplay, Cartola, G1, Ge, Gshow e outros serviços estão reunidos no mesmo lugar. Na Globo, o encontro de histórias com tecnologia move um time diverso e apaixonado por inovação. A gente tem a chance de aproximar os brasileiros, criando novas formas de se conectar com eles. Aqui, cada um faz a transformação acontecer. Quer fazer parte dessa transformação também? #VemPraGlobo ;) Show more Show less Nível de experiência Júnior Tipo de emprego Tempo integral Função Tecnologia da informação Setores Tecnologia, Informação e Mídia As indicações dobram suas chances de conseguir uma entrevista na Globo Veja quem você conhece"
4418846380,"Descrição da vaga Quando você pensa em carreira, o que vem à sua mente? Propósito? Colaboração? Ser protagonista para fazer a diferença? No PagBank temos tudo isso e muito mais. 💛 Estamos em busca de pessoas que vistam a camisa com orgulho. Gente com vontade de facilitar a vida financeira das pessoas e impulsionar negócios! Tá a fim de uma carreira que rende mais? Confira essa oportunidade e #VemProPags! Responsabilidades e atribuições Desenvolver e manter pipelines de dados. Apoiar na construção e evolução de produtos de dados para prevenção à fraude. Participar de projetos de melhoria e sustentação de soluções existentes. Realizar monitoramento e acompanhamento de processos de dados. Trabalhar em conjunto com times de engenharia e áreas de negócio. Apoiar análises e modelagens relacionadas a risco e fraude. Requisitos e qualificações Formação superior completa ou em curso na área de tecnologia da informação ou dados. Conhecimento básico em lógica de programação e desenvolvimento. Conhecimento básico em SQL. Conhecimento básico em Linux. Conhecimento básico em Git/GitHub. Conhecimento básico em AWS. Conhecimento sobre ferramentas de orquestração de pipelines (ex.: Airflow ou similares). Conhecimento sobre ferramentas de CI/CD (ex.: Jenkins ou similares). Diferenciais Experiência com modelagem de dados. Conhecimento intermediário em SQL. Vivência com versionamento utilizando branch, merge e resolução de conflitos. Experiência com AWS S3 e Redshift. Experiência com desenvolvimento de pipelines CI/CD. Informações adicionais Nosso modelo de trabalho é: Híbrido (1x por semana presencial para quem reside em São Paulo). Full Home para profissionais que residem a mais de 90 km do escritório. Olá, somos o PagBank! Talvez você nos conheça por maquininhas ou comerciais que ficam na memória, mas somos muito mais! Todos os dias desenvolvemos produtos e soluções inspiradas pelo nosso propósito: facilitar a vida financeira das pessoas e negócios. Trabalhamos para transformar a forma como as pessoas lidam com dinheiro abrindo novas possibilidades para alcançarem seus sonhos. Como fazemos tudo isso? 💛 Com gente Somos um time que joga junto! Aqui valorizamos todas as diversidades, seja de raça/etnia, gênero, idade, origem, pessoa com deficiência, orientação afetivo-sexual, constituição familiar e estética. 💛 Com tecnologia O espírito disruptivo e inovador está no nosso DNA: somos parte do Grupo UOL, empresa 100% brasileira, foi pioneira na internet e transforma a vida das pessoas desde 1996. 💛 Com uma só cultura Temos uma cultura forte e única, capaz de nos levar além, para continuarmos crescendo e perpetuando o nosso negócio. Somos um dos maiores bancos digitais do país e uma das fintechs mais rentáveis do segmento e certificados como um Excelente Lugar para Trabalhar pela Great Place to Work. Para vivenciar tudo isso, você terá um pacote completo de benefícios que fazem toda a diferença: Vale-alimentação e/ou refeição. Plano de saúde e odontológico. Seguro de vida. Parceria com TotalPass e ZenKlub. Licença maternidade e paternidade estendidas. Auxílio-creche. Descontos de até 50% em pós-graduação e MBA de grandes instituições, como FIA, FAAP e PUCRS. E tem mais: No dress code: o importante é você usar o que te faz bem. #TáDeParabéns: Day off no aniversário. Baby Gift: presente para recém-nascidos. Tá a fim de uma carreira que rende mais? Vem pro nosso time imbatível! #VemProPags. Show more Show less Nível de experiência Assistente Tipo de emprego Tempo integral Função Tecnologia da informação Setores Atividades de serviços financeiros As indicações dobram suas chances de conseguir uma entrevista na PagBank Veja quem você conhece"
4417995050,"Descrição da vaga O que estará sobre seus cuidados: Gerar os painéis de acompanhamento dos volumes de sinistros e demais dados relevantes ao processo, realizando a atualização dos mesmos periodicamente. Gerar as extrações diariamente para que os analistas e demais áreas tenham visibilidade das atividades distribuídas a elas. Abertura de todos os chamados da área que são enviados em grupo para esse fim e registro de todos os controles. Entrar em contato com os clientes por telefone, WhatsApp ou e-mail, confirmar as informações do sinistro avisado, solicitar informações e/ou documentos, realizar o follow-up do processo, realizar a analise e liquidação do sinistro. Na análise do processo, identificar o tipo de dano, interpretar e enquadrar a respectiva cobertura, ajustar o valor reclamado e apontar eventuais indícios de irregularidade. Responsabilidades e atribuições: Além de cuidar, você precisa ter conhecimento em: Gerar e atualizar os indicadores e painéis da área; Preenchimento de controles; Gerar extrações diarias para distribuição de sinistros; Abertura de chamados da área referente ao sistema legado (Ultron); Realizar contato telefônico com os clientes; Atuar no workflow do processo – follow-up de documentos e prazo de regulação; Interagir com empresas de assistência técnica ou reparos em geral; Identificar soluções para o cliente no processo sinistro; Analise e liquidação de sinistros; Indicar e atuar em melhorias no processo de regulação de sinistro; Tratativas whatsapp coorporativo. Requisitos e qualificações: Ensino superior mínimo cursando; Excel intermediário; Atuação com tratativa de dados; Experiência com seguros será um diferencial; Excelência na comunicação verbal e escrita; Relacionamento interpessoal; Capacidade analítica e resolutiva; Postura consultiva; Habilidade em negociação; Proatividade. Como cuidamos de você: Benefícios: Seguro Saúde; Seguro Odontológico; Seguro Decesso; Vale Transporte; Vale Refeição; Vale Alimentação; 13ª Cesta de Alimentação; Seguro de Vida em Grupo; Plano de Previdência Privada; Auxílio Creche e/ou Babá; Participação nos Lucros e Resultados (PLR); Gympass; Day off para comemorar seu aniversário; Universidade Corporativa com mais 500 cursos; Programa de Saúde Integrada: mental, social, financeira e física. Onde ficamos? A Conex está localizada no bairro Chácara Santo Antônio, na cidade de Franca-SP . Show more Show less Nível de experiência Júnior Tipo de emprego Tempo integral Função Analista e Controle de qualidade Setores Seguros e previdência complementar, Bancos e Agências e corretoras de seguros As indicações dobram suas chances de conseguir uma entrevista na Brasilseg Veja quem você conhece"
4423299033,"a missão da pessoa analista de dados júnior no time de data analytics do grupo enjoei é conduzir, de forma propositiva, análises e projetos baseados em dados para impulsionar a tomada de decisões da companhia. isto é, será essencial para transformar dados em insights acionáveis, impactando diretamente os direcionamentos de novos projetos e ações imediatas. essa posição exige fortes habilidades analíticas e de comunicação, pois irá interagir com diversas áreas como produto, negócio, engenharia e operações. sua colaboração será fundamental para alinhar necessidades, discutir as melhores soluções e garantir que suas entregas contribuam para o crescimento do negócio. responsabilidades: identificação e mensuração de oportunidades: ajudar o time na identificação e mensuração de oportunidades para o grupo enjoei, convertendo dados em insights acionáveis para decisões táticas e estratégicas; tratamento e análise de dados: realizar o tratamento de dados de gestão de forma crítica, garantindo a qualidade e relevância para o direcionamento de projetos e ações da empresa; colaboração e construção de indicadores: trabalhar em conjunto com os times parceiros na elaboração de dashboards, mapeamento e construção de indicadores estratégicos. requisitos: experiência acadêmica ou profissional com linguagens de programação SQL, Python, Java, C# ou similares; forte capacidade analítica e de resolução de problemas, com raciocínio lógico apurado, para transformar dados em direcionamentos estratégicos; familiaridade com análises estatísticas; excelente comunicação para apresentar resultados de forma clara e eficaz, com foco na proposição de planos de ação e para interagir com as áreas de negócio, produto, tecnologia e operações; perfil curioso, proativo e colaborativo para atuar tanto de forma independente quanto em equipe, construindo parcerias e garantindo o alinhamento das entregas. diferenciais (não obrigatório, mas será legal encontrar em você): experiência em empresas de marketplace, e-commerce e tecnologia; conhecimento e experiência com ferramentas de visualização de dados (ex: tableau, powerbi, looker, etc.) para a elaboração de dashboards e apresentação de insights. Informações adicionais: modelo remoto; regime CLT (40hrs semanais); plano de saúde (amil coparticipação para você e seus dependentes) e odontológico (amil); vale-refeição ou alimentação depositado em cartão flexível (sem desconto, inclusive nas férias); auxílio home office depositado em cartão flexível (sem desconto); vale transporte (opcional para posições presenciais); seguro de vida; saúde física - totalpass: plataforma que te dá acesso a diversas academias no Brasil; ‍‍ saúde mental - clude saúde: parceria com plataforma que contém diversos especialistas para você cuidar da sua saúde mental e garantir mais qualidade de vida; auxílio creche/babá para filhos de 0 a 5 anos; licença parental (não gestante 30 dias. gestante 180 dias - jornada de 6 horas até o bebê completar 1 ano); convênio com o sesc; folga corre: que tal uma folga semestral para fazer os ""corre da vida""?; petlove: (plano empresarial para o bem-estar dos seus bichinhos); prata da casa: desconto nos produtos do enjoei pra ficar no estilo. Show more Show less Nível de experiência Não aplicável Tipo de emprego Tempo integral Função Tecnologia da informação Setores Desenvolvimento de software As indicações dobram suas chances de conseguir uma entrevista na enjoei Veja quem você conhece"
4417507087,"Descrição Para o match perfeito acontecer precisa de PESSOAS, com as mais diversas experiências e pontos de vista, para que possamos continuar evoluindo enquanto empresa. Por isso, aqui na SulAmérica, incentivamos a candidatura de pessoas de todas as raças/etnias, orientações sexuais, identidades de gênero, gerações, com ou sem deficiência, para todas as nossas vagas. Afinal, as nossas diferenças é o que nos complementam! #LGBTI+ #PessoasNegras #PcD #50+ #Gerações #PessoasComDeficiência Principais Desafios Perfil estratégico e altamente organizado para atuar na intersecção entre a operação e inteligência de dados. O objetivo principal desta posição é transformar o volume de dados da nossa ""esteira"" de serviços médicos em indicadores claros, garantindo que gargalos sejam identificados rapidamente para evitar a desistência de propostas e otimizar a tomada de decisão. Gestão de Indicadores: Extrair dados de planilhas e sistemas para compilar indicadores diários de performance. Monitoramento da Esteira: Acompanhar o fluxo de propostas (aceitas vs. recusadas) e identificar pontos de retenção que possam gerar desistências. Interface Estratégica: Atuar junto à Central de Controle (NUADS) e times de indicadores para garantir que os relatórios ofereçam um norte estratégico à gestão. Análise Crítica: Realizar intersecções de números, identificar tendências e sugerir melhorias operacionais baseadas em dados. Visualização de Dados: Construir gráficos e dashboards que facilitem a leitura ágil dos resultados. Requisitos Técnicos (Hard Skills) Excel Intermediário/Avançado: Domínio indispensável de PROCV, SOMASE, Tabelas Dinâmicas, Funções de Média/Mediana e construção de Gráficos/Dashboards. Experiência: Vivência em construção de base de dados e controle de indicadores. Formação: Superior completo em Administração, Ciências Contábeis, Economia, Engenharias, Estatística ou Atuária (áreas correlatas). Modalidade: 3x Presencial, 2x Home Office Local de trabalho: Alameda Santos (Próximo ao Metrô Consolação) Contratação: Temporário - (com grandes chances de efetivação) Show more Show less Nível de experiência Júnior Tipo de emprego Tempo integral Função Contabilidade/Auditoria, Administração e Financeiro Setores Seguros e previdência complementar As indicações dobram suas chances de conseguir uma entrevista na SulAmérica Veja quem você conhece"
4419485171,"Estamos em busca de um(a) profissional para atuar como Analista de Dados Jr , com foco na área de ativação e acompanhamento da utilização do cartão de crédito pelos clientes. O profissional será responsável pelo monitoramento e análise de dados, contribuindo com insights estratégicos e acompanhamentos da operação, apoiando na tomada de decisões e melhoria contínua dos processos. O que esperamos de você: Conhecimento em SQL e Power BI; Perfil analítico e organizado; Boa comunicação e facilidade de relacionamento com áreas parceiras; Desejável vivência ou familiaridade com produtos financeiros, especialmente cartão de crédito. Show more Show less Nível de experiência Júnior Tipo de emprego Tempo integral Função Analista, Desenvolvimento de negócios e Tecnologia da informação Setores Bancos, Bancos de investimento e Atividades de serviços financeiros As indicações dobram suas chances de conseguir uma entrevista na Banco Daycoval Veja quem você conhece"
4298239221,"Enviar mensagem direta ao anunciante da vaga na XP Inc. Malcon Mikami Malcon Mikami Partner | Head of Data Engineering & Data Architecture @ XP Inc. | MSC | Microsoft Certified | MIT Certifications Sobre nós A XP Inc. é uma das maiores instituições financeiras independente do Brasil, dona das marcas XP, Rico, Clear, XP Educação, InfoMoney, entre outras. Com mais de 4,6 milhões de clientes ativos e um valor superior a R$ 1,1 trilhão de ativos sob custódia, há 24 anos vem transformando o mercado financeiro para melhorar a vida das pessoas. Com uma cultura marcante guiada por quatro valores - Sonho Grande, Espírito Empreendedor, Foco no Cliente e Mente Aberta - a XP Inc. está sempre em busca dos melhores talentos que tem ambição de fazer o impossível. >> Sobre a vaga: Esta vaga é direcionada para todas as senioridades de pessoas que buscam atuar como Engenheiro de Dados na XP Inc. Somos um lugar formado por pessoas que sonham grande, focamos em aprendizado constante em um ambiente com muita liberdade para que você possa criar e deixar a sua marca. Além disso, você trabalhará ao lado de pessoas diversas e talentosas que irão te ajudar a usar todo o seu potencial e gerar o maior impacto possível. Desafios Que Você Vai Encontrar Por Aqui Ambiente dinâmico e aberto para novas ideias; Liberdade para trilhar uma carreira protagonista. Espaço para desenvolvimento e aprendizado constantes. Para saber mais sobre nossas áreas e carreiras em Tecnologia, clique aqui. >> Para esta vaga é essencial: Ter nossa cultura; Paixão pelo mercado financeiro Implementar políticas, processos e ferramentas para definição, responsabilização e democratização dos dados; Capacidade analítica para resolução de problemas (análise e correção de bugs); Experiência em linguagens de programação relevantes para engenharia de dados, como Apache Spark, Python, Pyspark ou SQL, para manipular, analisar e transformar dados. Conhecimento de Arquitetura de Dados Ter conhecimento em ETL e Orquestração de Pipelines de Dados Experiência em Data Factory, Databricks, Data Lake Conhecimento de camadas do Lakehouse Conhecimento de modelagem de dados e Data Lakes Conhecimento prático em Cloud Fluxos de Ingestão de Dados em batch e streaming Apache Spark Kafka Lidar com várias prioridades concorrentes, assumindo responsabilidades e riscos em um ambiente de ritmo acelerado e constante mudança; Residir em São Paulo e possuir disponibilidade para atuar no modelo híbrido (3x na semana) Se identificou com a XP Inc. e com a oportunidade? Inscreva-se e venha conquistar o impossível com a gente! Benefícios: Saúde e Bem-estar Plano de saúde Plano odontológico Wellhub (Gympass) Zenklub Seguro de Vida iFood Benefícios (VA e VR flexível) Vale Transporte New Value (clube de benefícios) Licença parental: maternidade de 6 meses e paternidade de 20 dias. Auxílio Creche Vida Financeira Fundos de Investimentos Exclusivos Assessoria de Investimentos Cartão XP Visa Infinite sem anuidade Crédito (consignado, home equity, CCB Imobiliário, etc.) Modelo de Trabalho Presencial Flexível O nosso modelo de trabalho varia de acordo com a função, podendo ser totalmente presencial para frentes de negócio e mais flexível para outras equipes. Seguimos um modelo com mais frequência presencial, mas sempre guiado por flexibilidade e autonomia com a responsabilidade da nossa cultura empreendedora. Aqui na XP Inc., valorizamos as interações pessoais e acreditamos no uso do escritório como uma ferramenta para potencializar nossas relações no trabalho. Ao seguir com a inscrição, você declara que leu, compreendeu e concorda com a Política de Privacidade do Grupo XP Inc. e de seus fornecedores e parceiros que apoiam com a realização do processo seletivo. O Grupo XP Inc. poderá utilizar de soluções de inteligência artificial para apoiar a equipe de recrutamento no decorrer do processo, o que poderá envolver o tratamento de seus dados pessoais para tal finalidade, conforme princípios da Lei Geral de Proteção de Dados e da Política de Privacidade do Grupo XP Inc. Show more Show less Nível de experiência Não aplicável Tipo de emprego Tempo integral Função Tecnologia da informação Setores Atividades de serviços financeiros As indicações dobram suas chances de conseguir uma entrevista na XP Inc. Veja quem você conhece"
4416248218,"Enviar mensagem direta ao anunciante da vaga na Foursys Tiago Nascimento Tiago Nascimento Technical Recruiter | HeadHunter | Especialista em Aquisição de Talentos A Foursys é um time apaixonado por inovação, design e transformação digital. Somos globais, somos GPTW. 🌈 👵 ♿️👩🏾 Na Foursys, celebramos a diversidade e acreditamos que são as diferentes ideias e perspectivas que nos enriquecem. Portanto, sua cor, religião, gênero, raça, nacionalidade, idade, origem, identidade de gênero, deficiência ou orientação sexual não são barreiras para se juntar à nossa equipe. #VemSerFoursys! Que tal se juntar a nós e se tornar um(a) #FourTalent? Então se liga nessa oportunidade incrível: 👇 Se você gosta de atuar na construção e evolução de plataformas modernas de dados, trabalhando com arquiteturas escaláveis e processamento de alta volumetria... Buscamos um(a) Engenheiro(a) de Dados com forte experiência em cloud, pipelines distribuídos e ambientes analíticos modernos... Se você domina PySpark, AWS, Databricks e soluções de Data Lake/Data Warehouse , essa oportunidade é para você. Responsabilidades e atribuições Desenvolver, estruturar e otimizar pipelines ETL/ELT escaláveis utilizando PySpark, AWS Glue, Databricks e AWS EMR Processar grandes volumes de dados com foco em performance, confiabilidade e escalabilidade Implementar arquiteturas robustas para ingestão, transformação e disponibilização de dados Estruturar e administrar ambientes de Data Lake em AWS S3 Desenvolver modelos analíticos e soluções de Data Warehouse em Amazon Redshift Garantir qualidade, governança, integridade e segurança dos dados Criar, monitorar e otimizar workflows e DAGs no Apache Airflow Gerenciar dependências complexas e garantir estabilidade das rotinas de dados Automatizar processos orientados a eventos e integrações em tempo real Desenvolver soluções de processamento de dados em streaming Implementar estratégias de Change Data Capture (CDC) e migração de dados utilizando AWS DMS Integrar dados provenientes de bancos relacionais e não relacionais Otimizar estruturas de armazenamento e particionamento de dados em Delta Disponibilizar dados para consultas performáticas via AWS Athena Realizar tuning de queries SQL, jobs Spark e monitoramento de performance da infraestrutura Habilidades e Requisitos Experiência sólida em Engenharia de Dados Conhecimento avançado em Python Conhecimento avançado em SQL Experiência com PySpark Vivência no desenvolvimento de pipelines ETL/ELT Conhecimento em Clean Code e boas práticas de engenharia Experiência com AWS S3, AWS Glue, AWS EMR, AWS Athena, AWS Lambda, AWS Kinesis e AWS DMS Conhecimento em DynamoDB e Amazon Redshift Experiência com Databricks e Apache Airflow Vivência com Git e versionamento de código Conhecimento em CI/CD aplicado a dados Experiência com arquitetura Data Lake e Data Warehouse Conhecimento em BigQuery Experiência com modelagem, particionamento e otimização de custos e consultas em GCP Forte capacidade analítica e resolução de problemas Perfil colaborativo e boa comunicação interpessoal Capacidade de traduzir necessidades de negócio em soluções técnicas Senso de dono, proatividade e autonomia Facilidade de atuação em ambientes multidisciplinares Diferencial Experiência com arquiteturas orientadas a eventos Vivência com ambientes analíticos de grande volume Atuação integrada com times de BI, Analytics e Ciência de Dados Formato de trabalho Modelo 100% REMOTO. E temos também o Clube da Four que oferece ótimas vantagens! 👇 🩺 Assistência médica SulAmérica Saúde. 🦷 Assistência odontológica para cuidar do seu sorriso. 🍲 VR e VA flexível iFood Benefícios. 💳 Benefícios adicionais para clientes iFood Benefícios. 🏋️ Wellhub e Wellz para o corpo e a mente estarem sempre em movimento. 👶 Auxílio-creche para apoiar as famílias colaboradoras. 💰 Crédito consignado disponível pelo Itaú e Creditas. 📚 Descontos em instituições de ensino : Anhanguera (20%) Conquer (23%) em Pós Graduação e (28%) no Conquer Plus FIA ( 10% ) e FIAP ( 10% em graduação e colégio e 20% em MBA e cursos) Descomplica (20%) ⚽ Uso gratuito das dependências do SESC para você e sua família. 🗣️ Descontos nas escolas de idiomas Open English e CEC Alpha Idiomas. E aí, aceita o desafio? Então conclua sua candidatura e #VemSerFoursys! Boa sorte! 🍀 Show more Show less Nível de experiência Pleno-sênior Tipo de emprego Tempo integral Função Tecnologia da informação Setores Atividades dos serviços de tecnologia da informação As indicações dobram suas chances de conseguir uma entrevista na Foursys Veja quem você conhece"
4422483657,"Sobre a Empresa É possível transformar o mundo? Com o Sicoob, Sistema de Cooperativas de Crédito do Brasil, essa mudança é diária, real e tem explicação: o cooperativismo! Afinal, ninguém muda o mundo sozinho, e aqui somos mais de 9 milhões de cooperados. Somos uma cooperativa financeira que oferece tudo que um banco tem com melhores condições e com mais de 4,6 mil pontos de atendimento distribuídos em todo o Brasil. Propósito e Visão Propósito: Conectar pessoas para promover justiça financeira e prosperidade. Visão: Proporcionar a melhor experiência financeira aos cooperados. Aqui promovemos a diversidade, equidade, inclusão e valorizamos as diferenças. Por isso, nossas vagas estão abertas para todas as pessoas, independente de gênero, orientação sexual, crenças, raça/etnia, condições físicas e mentais ou idade. Horário: Horário a combinar Contratação: Efetivo – CLT Nível: Profissional Descrição e Responsabilidades A vaga será para estagiário de soluções de recebimento. O time da gerência Comercial é criativo e descontraído, pois possuem a missão de dar consultoria as centrais e singulares do Sicoob e dos sistemas parceiros. Então, se você é uma pessoa colaborativa, proativa, tem conhecimento em dados e excel, e que trabalha bem em equipe, esta vaga pode ser para você. Atividades Auxiliar na organização e tratamento de dados provenientes de diferentes fontes. Apoiar a atualização de relatórios e controles utilizados pela área. Contribuir para a manutenção e atualização de dashboards e painéis de indicadores. Auxiliar na extração, consolidação e conferência de bases de dados. Apoiar análises de dados para identificação de tendências, oportunidades e comportamentos relevantes para o negócio. Acompanhar indicadores relacionados às soluções de recebimento e meios de pagamento. Auxiliar na elaboração de estudos e levantamentos de informações para apoiar a área nas tomadas de decisão. Apoiar a organização, integração e qualidade das informações utilizadas pela equipe. Colaborar na atualização e acompanhamento de indicadores de desempenho da área. Auxiliar na preparação de apresentações, materiais e visualizações de dados para reuniões e projetos. Realizar pesquisas de mercado, benchmarking e levantamento de informações sobre tendências do segmento. Apoiar a identificação de oportunidades de melhoria em relatórios, processos e controles relacionados à gestão de dados. Trabalhar em conjunto com analistas e especialistas da área, contribuindo para projetos e iniciativas de inteligência de dados. Requisitos Requisitos Obrigatórios: Estar cursando graduação em Ciência de Dados, Ciência da Computação, Sistemas de Informação, Análise e Desenvolvimento de Sistemas, Ciências Contábeis, Economia ou áreas correlatas. Conhecimento em Excel para manipulação, análise e organização de dados. Conhecimento em análise de dados e construção de relatórios. Familiaridade com conceitos de estatística aplicada à análise de dados. Conhecimento em Power BI ou outra ferramenta de visualização de dados. Disponibilidade para atuação presencial. Benefícios: Plano de Saúde, Plano Odontológico, Programa de Desenvolvimento de Soft e Hard Skills, Programa de Mobilidade Interna - Match Oportunidades Internas, Programa Viver Bem, Seguro de Vida, Universidade Corporativa Sicoob, Vale-alimentação, Vale-refeição, Vale-transporte (opcional), Wellhub Show more Show less Nível de experiência Não aplicável Tipo de emprego Tempo integral Função Educação e Treinamento Setores Atividades de serviços financeiros As indicações dobram suas chances de conseguir uma entrevista na Sicoob Veja quem você conhece"
